List,Name,ID,Feature Type
Glial-Neuronal,GSN,ENSG00000148180,Gene Expression
Glial-Neuronal,SCD,ENSG00000099194,Gene Expression
Glial-Neuronal,TUBB4A,ENSG00000104833,Gene Expression
Glial-Neuronal,GPM6B,ENSG00000046653,Gene Expression
Glial-Neuronal,KLK6,ENSG00000167755,Gene Expression
Glial-Neuronal,SLC44A1,ENSG00000070214,Gene Expression
Glial-Neuronal,FEZ1,ENSG00000149557,Gene Expression
Glial-Neuronal,SEPTIN4,ENSG00000108387,Gene Expression
Glial-Neuronal,MOG,ENSG00000204655,Gene Expression
Glial-Neuronal,EDIL3,ENSG00000164176,Gene Expression
Glial-Neuronal,RNASE1,ENSG00000129538,Gene Expression
Glial-Neuronal,ENPP2,ENSG00000136960,Gene Expression
Glial-Neuronal,MOBP,ENSG00000168314,Gene Expression
Glial-Neuronal,STMN1,ENSG00000117632,Gene Expression
Glial-Neuronal,CAMK2N1,ENSG00000162545,Gene Expression
Glial-Neuronal,SLAIN1,ENSG00000139737,Gene Expression
Glial-Neuronal,ATP1B1,ENSG00000143153,Gene Expression
Glial-Neuronal,PLLP,ENSG00000102934,Gene Expression
Glial-Neuronal,ABCA2,ENSG00000107331,Gene Expression
Glial-Neuronal,LARP6,ENSG00000166173,Gene Expression
Glial-Neuronal,CA2,ENSG00000104267,Gene Expression
Glial-Neuronal,PLAAT3,ENSG00000176485,Gene Expression
Glial-Neuronal,LHPP,ENSG00000107902,Gene Expression
Glial-Neuronal,NKX6-2,ENSG00000148826,Gene Expression
Glial-Neuronal,ANLN,ENSG00000011426,Gene Expression
Glial-Neuronal,PLEKHB1,ENSG00000021300,Gene Expression
Glial-Neuronal,STMN4,ENSG00000015592,Gene Expression
Glial-Neuronal,PIP4K2A,ENSG00000150867,Gene Expression
Glial-Neuronal,GPRC5B,ENSG00000167191,Gene Expression
Glial-Neuronal,AMER2,ENSG00000165566,Gene Expression
Glial-Neuronal,EFHD1,ENSG00000115468,Gene Expression
Myeloid,SPP1,ENSG00000118785,Gene Expression
Myeloid,C1QB,ENSG00000173369,Gene Expression
Myeloid,CCL3,ENSG00000277632,Gene Expression
Myeloid,HLA-DRA,ENSG00000204287,Gene Expression
Myeloid,C1QA,ENSG00000173372,Gene Expression
Myeloid,C1QC,ENSG00000159189,Gene Expression
Myeloid,APOC1,ENSG00000130208,Gene Expression
Myeloid,CD74,ENSG00000019582,Gene Expression
Myeloid,TYROBP,ENSG00000011600,Gene Expression
Myeloid,APOE,ENSG00000130203,Gene Expression
Myeloid,HLA-DRB1,ENSG00000196126,Gene Expression
Myeloid,FTL,ENSG00000087086,Gene Expression
Myeloid,CCL3L3,ENSG00000276085,Gene Expression
Myeloid,HLA-DPA1,ENSG00000231389,Gene Expression
Myeloid,FCER1G,ENSG00000158869,Gene Expression
Myeloid,AIF1,ENSG00000204472,Gene Expression
Myeloid,CD14,ENSG00000170458,Gene Expression
Myeloid,HLA-DPB1,ENSG00000223865,Gene Expression
Myeloid,SAT1,ENSG00000130066,Gene Expression
Myeloid,S100A9,ENSG00000163220,Gene Expression
Myeloid,NPC2,ENSG00000119655,Gene Expression
Myeloid,CCL4L2,ENSG00000276070,Gene Expression
Myeloid,CXCL8,ENSG00000169429,Gene Expression
Myeloid,RNASET2,ENSG00000026297,Gene Expression
Myeloid,IL1B,ENSG00000125538,Gene Expression
Myeloid,S100A8,ENSG00000143546,Gene Expression
Myeloid,TREM2,ENSG00000095970,Gene Expression
Myeloid,RGS1,ENSG00000090104,Gene Expression
Myeloid,CTSB,ENSG00000164733,Gene Expression
Myeloid,SRGN,ENSG00000122862,Gene Expression
Myeloid,LYZ,ENSG00000090382,Gene Expression
Myeloid,C3,ENSG00000125730,Gene Expression
Myeloid,MS4A6A,ENSG00000110077,Gene Expression
Myeloid,HLA-DQB1,ENSG00000179344,Gene Expression
Myeloid,S100A11,ENSG00000163191,Gene Expression
Myeloid,IER3,ENSG00000137331,Gene Expression
Myeloid,CCL4,ENSG00000275302,Gene Expression
Myeloid,FCGR3A,ENSG00000203747,Gene Expression
Myeloid,MS4A7,ENSG00000166927,Gene Expression
Myeloid,CYBA,ENSG00000051523,Gene Expression
Myeloid,CD68,ENSG00000129226,Gene Expression
Myeloid,DUSP1,ENSG00000120129,Gene Expression
Myeloid,FCGBP,ENSG00000275395,Gene Expression
Myeloid,ALOX5AP,ENSG00000132965,Gene Expression
Myeloid,LAPTM5,ENSG00000162511,Gene Expression
Myeloid,VSIG4,ENSG00000155659,Gene Expression
Myeloid,HLA-DMA,ENSG00000204257,Gene Expression
Myeloid,HLA-DRB5,ENSG00000198502,Gene Expression
Myeloid,HAMP,ENSG00000105697,Gene Expression
Lymphoid,CCL5,ENSG00000271503,Gene Expression
Lymphoid,IL32,ENSG00000008517,Gene Expression
Lymphoid,IGKC,ENSG00000211592,Gene Expression
Lymphoid,CD52,ENSG00000169442,Gene Expression
Lymphoid,NKG7,ENSG00000105374,Gene Expression
Lymphoid,GZMA,ENSG00000145649,Gene Expression
Lymphoid,GZMK,ENSG00000113088,Gene Expression
Lymphoid,CD3E,ENSG00000198851,Gene Expression
Lymphoid,CD3D,ENSG00000167286,Gene Expression
Lymphoid,CD2,ENSG00000116824,Gene Expression
Lymphoid,IFITM1,ENSG00000185885,Gene Expression
Lymphoid,LTB,ENSG00000227507,Gene Expression
Lymphoid,TRAC,ENSG00000277734,Gene Expression
Lymphoid,CST7,ENSG00000077984,Gene Expression
Lymphoid,TRBC2,ENSG00000211772,Gene Expression
Lymphoid,S100A4,ENSG00000196154,Gene Expression
Lymphoid,CXCR4,ENSG00000121966,Gene Expression
Lymphoid,PTPRCAP,ENSG00000213402,Gene Expression
Lymphoid,RAC2,ENSG00000128340,Gene Expression
Lymphoid,CD8A,ENSG00000153563,Gene Expression
Lymphoid,TRBC1,ENSG00000211751,Gene Expression
Lymphoid,IL7R,ENSG00000168685,Gene Expression
Lymphoid,CD69,ENSG00000110848,Gene Expression
Lymphoid,CRIP1,ENSG00000213145,Gene Expression
Lymphoid,CD7,ENSG00000173762,Gene Expression
Lymphoid,GZMH,ENSG00000100450,Gene Expression
Lymphoid,CTSW,ENSG00000172543,Gene Expression
Lymphoid,BTG1,ENSG00000133639,Gene Expression
Lymphoid,MYL12A,ENSG00000101608,Gene Expression
Lymphoid,CORO1A,ENSG00000102879,Gene Expression
Lymphoid,MT-ATP8,ENSG00000228253,Gene Expression
Lymphoid,ZFP36L2,ENSG00000152518,Gene Expression
Lymphoid,PTPRC,ENSG00000081237,Gene Expression
Lymphoid,DUSP2,ENSG00000158050,Gene Expression
Lymphoid,HCST,ENSG00000126264,Gene Expression
Lymphoid,ARHGDIB,ENSG00000111348,Gene Expression
Lymphoid,SH3BGRL3,ENSG00000142669,Gene Expression
Lymphoid,KLRB1,ENSG00000111796,Gene Expression
Lymphoid,ISG20,ENSG00000172183,Gene Expression
Lymphoid,TXNIP,ENSG00000265972,Gene Expression
Lymphoid,PLAAT4,ENSG00000133321,Gene Expression
Lymphoid,IFITM2,ENSG00000185201,Gene Expression
Lymphoid,HLA-C,ENSG00000204525,Gene Expression
Lymphoid,TSC22D3,ENSG00000157514,Gene Expression
Lymphoid,CD3G,ENSG00000160654,Gene Expression
Lymphoid,CD48,ENSG00000117091,Gene Expression
Lymphoid,HLA-B,ENSG00000234745,Gene Expression
Lymphoid,B2M,ENSG00000166710,Gene Expression
Lymphoid,LCK,ENSG00000182866,Gene Expression
Lymphoid,LSP1,ENSG00000130592,Gene Expression
Vascular,IGFBP7,ENSG00000163453,Gene Expression
Vascular,SPARC,ENSG00000113140,Gene Expression
Vascular,FN1,ENSG00000115414,Gene Expression
Vascular,COL4A1,ENSG00000187498,Gene Expression
Vascular,RGS5,ENSG00000143248,Gene Expression
Vascular,CLDN5,ENSG00000184113,Gene Expression
Vascular,COL4A2,ENSG00000134871,Gene Expression
Vascular,COL1A2,ENSG00000164692,Gene Expression
Vascular,MMP9,ENSG00000100985,Gene Expression
Vascular,BGN,ENSG00000182492,Gene Expression
Vascular,NDUFA4L2,ENSG00000185633,Gene Expression
Vascular,CALD1,ENSG00000122786,Gene Expression
Vascular,TAGLN,ENSG00000149591,Gene Expression
Vascular,COL3A1,ENSG00000168542,Gene Expression
Vascular,COL1A1,ENSG00000108821,Gene Expression
Vascular,CCN2,ENSG00000118523,Gene Expression
Vascular,ITM2A,ENSG00000078596,Gene Expression
Vascular,DCN,ENSG00000011465,Gene Expression
Vascular,ACTA2,ENSG00000107796,Gene Expression
Vascular,THY1,ENSG00000154096,Gene Expression
Vascular,ITGB1,ENSG00000150093,Gene Expression
Vascular,MIR4435-2HG,ENSG00000172965,Gene Expression
Vascular,GNG11,ENSG00000127920,Gene Expression
Vascular,A2M,ENSG00000175899,Gene Expression
Vascular,CA2,ENSG00000104267,Gene Expression
Vascular,IFITM3,ENSG00000142089,Gene Expression
Vascular,CYTOR,ENSG00000222041,Gene Expression
Vascular,ANGPT2,ENSG00000091879,Gene Expression
Vascular,MGP,ENSG00000111341,Gene Expression
Vascular,TIMP1,ENSG00000102265,Gene Expression
Vascular,APOLD1,ENSG00000178878,Gene Expression
Vascular,SPARCL1,ENSG00000152583,Gene Expression
Vascular,TPM2,ENSG00000198467,Gene Expression
Vascular,MYL9,ENSG00000101335,Gene Expression
Vascular,HIGD1B,ENSG00000131097,Gene Expression
Vascular,SERPINH1,ENSG00000149257,Gene Expression
Vascular,UACA,ENSG00000137831,Gene Expression
Vascular,MCAM,ENSG00000076706,Gene Expression
Vascular,EPAS1,ENSG00000116016,Gene Expression
Vascular,ESAM,ENSG00000149564,Gene Expression
Vascular,FSTL1,ENSG00000163430,Gene Expression
Vascular,IFI27,ENSG00000165949,Gene Expression
Vascular,VWF,ENSG00000110799,Gene Expression
Vascular,COL18A1,ENSG00000182871,Gene Expression
Vascular,NID1,ENSG00000116962,Gene Expression
Vascular,TPM1,ENSG00000140416,Gene Expression
Vascular,COL6A1,ENSG00000142156,Gene Expression
Vascular,TPM4,ENSG00000167460,Gene Expression
Vascular,ITGA1,ENSG00000213949,Gene Expression
Vascular,IGFBP4,ENSG00000141753,Gene Expression
